pp_no,emotion,trial,muscle,bin,zdiff
pp456,424,trial3,cheek,diff_bin4,-0.4676713743585107
pp456,424,trial3,cheek,diff_bin5,-0.5270639769025494
pp456,424,trial3,cheek,diff_bin6,-0.7606417676088733
pp456,424,trial4,brow,diff_bin1,NA
pp456,424,trial4,brow,diff_bin2,NA
pp456,424,trial4,brow,diff_bin3,NA
pp456,424,trial4,brow,diff_bin4,NA
pp456,424,trial4,brow,diff_bin5,NA
pp456,424,trial4,brow,diff_bin6,NA
pp456,424,trial4,cheek,diff_bin1,-0.41832718253758716
pp456,424,trial4,cheek,diff_bin2,-0.39395118998493567
pp456,424,trial4,cheek,diff_bin3,-0.7144496437904476
pp456,424,trial4,cheek,diff_bin4,-0.4659711679814059
pp456,424,trial4,cheek,diff_bin5,-0.5367303187768769
pp456,424,trial4,cheek,diff_bin6,0.006667101411344245
pp456,424,trial5,brow,diff_bin1,1.024860438451054
pp456,424,trial5,brow,diff_bin2,1.4135360975715674
pp456,424,trial5,brow,diff_bin3,0.5457192365561003
pp456,424,trial5,brow,diff_bin4,0.8514601536527501
pp456,424,trial5,brow,diff_bin5,0.384550507117013
pp456,424,trial5,brow,diff_bin6,0.6004974178118856
pp456,424,trial5,cheek,diff_bin1,-0.1350422346039914
pp456,424,trial5,cheek,diff_bin2,-0.26872812479478664
pp456,424,trial5,cheek,diff_bin3,-0.21521938252207762
pp456,424,trial5,cheek,diff_bin4,-0.1602778820664149
pp456,424,trial5,cheek,diff_bin5,-0.016046891649080824
pp456,424,trial5,cheek,diff_bin6,-0.15156671231405683
pp456,424,trial6,brow,diff_bin1,0.06693778628935898
pp456,424,trial6,brow,diff_bin2,0.7603950248312897
pp456,424,trial6,brow,diff_bin3,1.0374517454384826
pp456,424,trial6,brow,diff_bin4,0.4315100863196516
pp456,424,trial6,brow,diff_bin5,0.3886996425623941
pp456,424,trial6,brow,diff_bin6,0.3317869349792165
pp456,424,trial6,cheek,diff_bin1,0.351254996132917
pp456,424,trial6,cheek,diff_bin2,-0.1564571935785386
pp456,424,trial6,cheek,diff_bin3,-0.03524585130065978
pp456,424,trial6,cheek,diff_bin4,0.14134637060898753
pp456,424,trial6,cheek,diff_bin5,-0.06157039498212808
pp456,424,trial6,cheek,diff_bin6,-0.25369371559499293
pp456,424,trial7,brow,diff_bin1,-0.12126028214940848
pp456,424,trial7,brow,diff_bin2,-0.29034354740916535
pp456,424,trial7,brow,diff_bin3,-0.11720708047155054
pp456,424,trial7,brow,diff_bin4,0.025878133789401292
pp456,424,trial7,brow,diff_bin5,0.08461358295552096
pp456,424,trial7,brow,diff_bin6,0.20558606380235986
pp456,424,trial7,cheek,diff_bin1,0.009417997122615374
pp456,424,trial7,cheek,diff_bin2,0.3013950113661299
pp456,424,trial7,cheek,diff_bin3,0.13332292478444696
pp456,424,trial7,cheek,diff_bin4,0.3784965050514757
pp456,424,trial7,cheek,diff_bin5,0.5390800421969206
pp456,424,trial7,cheek,diff_bin6,0.007221101242086414
pp456,424,trial8,brow,diff_bin1,-0.14824165426532732
pp456,424,trial8,brow,diff_bin2,0.14270147919085863
pp456,424,trial8,brow,diff_bin3,0.10720598520725011
pp456,424,trial8,brow,diff_bin4,0.07722668285622936
pp456,424,trial8,brow,diff_bin5,0.03813367259049838
pp456,424,trial8,brow,diff_bin6,-0.05115668153178177
pp456,424,trial8,cheek,diff_bin1,NA
pp456,424,trial8,cheek,diff_bin2,NA
pp456,424,trial8,cheek,diff_bin3,NA
pp456,424,trial8,cheek,diff_bin4,NA
pp456,424,trial8,cheek,diff_bin5,NA
pp456,424,trial8,cheek,diff_bin6,NA
pp456,434,trial1,brow,diff_bin1,-0.16270366971945963
pp456,434,trial1,brow,diff_bin2,-0.312768065567729
pp456,434,trial1,brow,diff_bin3,0.15253469036199346
pp456,434,trial1,brow,diff_bin4,0.06617031614917296
pp456,434,trial1,brow,diff_bin5,-0.10842914074317167
pp456,434,trial1,brow,diff_bin6,1.3864587916881257
pp456,434,trial1,cheek,diff_bin1,-0.11612982658900317
pp456,434,trial1,cheek,diff_bin2,0.06712949673198826
pp456,434,trial1,cheek,diff_bin3,-0.05001281230630211
pp456,434,trial1,cheek,diff_bin4,-0.07820949334682997
pp456,434,trial1,cheek,diff_bin5,0.013639857901718788
pp456,434,trial1,cheek,diff_bin6,0.01709758098324682
pp456,434,trial2,brow,diff_bin1,0.2725718169754804
pp456,434,trial2,brow,diff_bin2,0.39838895308224426
pp456,434,trial2,brow,diff_bin3,0.7219016006125791
pp456,434,trial2,brow,diff_bin4,1.797894737153534
pp456,434,trial2,brow,diff_bin5,1.0177373562124514
pp456,434,trial2,brow,diff_bin6,0.9106512882146054
pp456,434,trial2,cheek,diff_bin1,NA
pp456,434,trial2,cheek,diff_bin2,NA
pp456,434,trial2,cheek,diff_bin3,NA
pp456,434,trial2,cheek,diff_bin4,NA
pp456,434,trial2,cheek,diff_bin5,NA
pp456,434,trial2,cheek,diff_bin6,NA
pp456,434,trial3,brow,diff_bin1,0.3282613690227364
pp456,434,trial3,brow,diff_bin2,-0.30192754983759984
pp456,434,trial3,brow,diff_bin3,-0.30698805607445223
pp456,434,trial3,brow,diff_bin4,0.3686494851500316
pp456,434,trial3,brow,diff_bin5,0.29938530499823324
pp456,434,trial3,brow,diff_bin6,-0.06310043558842834
pp456,434,trial3,cheek,diff_bin1,0.033392817384039764
pp456,434,trial3,cheek,diff_bin2,0.08073114774882834
pp456,434,trial3,cheek,diff_bin3,0.031023990521556355
pp456,434,trial3,cheek,diff_bin4,-0.02567502663852944
pp456,434,trial3,cheek,diff_bin5,-0.04701357184331911
pp456,434,trial3,cheek,diff_bin6,-0.08334831936302367
pp456,434,trial4,brow,diff_bin1,-0.05005344320526428
pp456,434,trial4,brow,diff_bin2,-0.5654576092240126
pp456,434,trial4,brow,diff_bin3,-0.8504768325356367
pp456,434,trial4,brow,diff_bin4,-0.23031299238148162
pp456,434,trial4,brow,diff_bin5,-0.11269819339795728
pp456,434,trial4,brow,diff_bin6,-0.42570609338449433
pp456,434,trial4,cheek,diff_bin1,-0.12789754713166251
pp456,434,trial4,cheek,diff_bin2,-0.020727235046729353
pp456,434,trial4,cheek,diff_bin3,-0.21103572862785291
pp456,434,trial4,cheek,diff_bin4,-0.23422730774926276
pp456,434,trial4,cheek,diff_bin5,-0.1601250545268999
pp456,434,trial4,cheek,diff_bin6,-0.21250669369568537
pp456,434,trial5,brow,diff_bin1,-0.016260773595193678
pp456,434,trial5,brow,diff_bin2,0.4767668411487527
pp456,434,trial5,brow,diff_bin3,0.3521488771360298
pp456,434,trial5,brow,diff_bin4,0.4691640900725339
pp456,434,trial5,brow,diff_bin5,0.35951179379344045
pp456,434,trial5,brow,diff_bin6,0.1191737227057776
pp456,434,trial5,cheek,diff_bin1,-0.017326822292519473
pp456,434,trial5,cheek,diff_bin2,-0.0070873771450107315
pp456,434,trial5,cheek,diff_bin3,-0.055094327995177717
pp456,434,trial5,cheek,diff_bin4,-0.03136785248546525
pp456,434,trial5,cheek,diff_bin5,-0.05881949927085722
pp456,434,trial5,cheek,diff_bin6,0.020880062586244474
pp456,434,trial6,brow,diff_bin1,0.09507036361555689
pp456,434,trial6,brow,diff_bin2,-0.00702714847107927
pp456,434,trial6,brow,diff_bin3,0.4563329486662971
pp456,434,trial6,brow,diff_bin4,0.3997799927113316
pp456,434,trial6,brow,diff_bin5,0.5230069170949672
pp456,434,trial6,brow,diff_bin6,0.619372386572088
pp456,434,trial6,cheek,diff_bin1,-0.12279692800034747
pp456,434,trial6,cheek,diff_bin2,0.04256246975494318
pp456,434,trial6,cheek,diff_bin3,-0.09517335023300111
pp456,434,trial6,cheek,diff_bin4,-0.021243027992592645
pp456,434,trial6,cheek,diff_bin5,-0.01975295948232092
pp456,434,trial6,cheek,diff_bin6,-0.009551721219690945
pp456,434,trial7,brow,diff_bin1,-0.10718200176536938
pp456,434,trial7,brow,diff_bin2,0.29125491820063637
pp456,434,trial7,brow,diff_bin3,0.04046006645293765
pp456,434,trial7,brow,diff_bin4,0.11912575582201584
pp456,434,trial7,brow,diff_bin5,0.19671219030645754
pp456,434,trial7,brow,diff_bin6,0.29012769643223807
pp456,434,trial7,cheek,diff_bin1,0.016849236231535003
pp456,434,trial7,cheek,diff_bin2,-0.060939981381628594
pp456,434,trial7,cheek,diff_bin3,0.020536200622335632
pp456,434,trial7,cheek,diff_bin4,-0.011691306772901755
pp456,434,trial7,cheek,diff_bin5,-0.047949640522848835
pp456,434,trial7,cheek,diff_bin6,0.018453925396443138
pp456,434,trial8,brow,diff_bin1,NA
pp456,434,trial8,brow,diff_bin2,NA
pp456,434,trial8,brow,diff_bin3,NA
pp456,434,trial8,brow,diff_bin4,NA
pp456,434,trial8,brow,diff_bin5,NA
pp456,434,trial8,brow,diff_bin6,NA
pp456,434,trial8,cheek,diff_bin1,0.05436839718248121
pp456,434,trial8,cheek,diff_bin2,-0.018931511457427552
pp456,434,trial8,cheek,diff_bin3,-0.010736134650932705
pp456,434,trial8,cheek,diff_bin4,-0.084112457060599
pp456,434,trial8,cheek,diff_bin5,-0.09181114436367
pp456,434,trial8,cheek,diff_bin6,-0.042505159427625006
pp456,525,trial1,brow,diff_bin1,-0.052068052323252734
pp456,525,trial1,brow,diff_bin2,-0.06624226647481535
pp456,525,trial1,brow,diff_bin3,0.20829619273489197
pp456,525,trial1,brow,diff_bin4,0.048422569157368756
pp456,525,trial1,brow,diff_bin5,0.6234975385755885
pp456,525,trial1,brow,diff_bin6,0.5221914800710195
pp456,525,trial1,cheek,diff_bin1,-0.17670684256428354
pp456,525,trial1,cheek,diff_bin2,-0.25803019702873276
pp456,525,trial1,cheek,diff_bin3,-0.3315784504203536
pp456,525,trial1,cheek,diff_bin4,-0.40015980877773494
pp456,525,trial1,cheek,diff_bin5,-0.4589984114910315
pp456,525,trial1,cheek,diff_bin6,-0.3638632681429091
pp456,525,trial2,brow,diff_bin1,0.08504528490937568
pp456,525,trial2,brow,diff_bin2,0.19937435235522813
pp456,525,trial2,brow,diff_bin3,-0.11241039209538736
pp456,525,trial2,brow,diff_bin4,0.012159605033573995
pp456,525,trial2,brow,diff_bin5,0.10171377701654313
pp456,525,trial2,brow,diff_bin6,-0.029619550722808474
pp456,525,trial2,cheek,diff_bin1,-0.07400673601016589
pp456,525,trial2,cheek,diff_bin2,-0.11500272348507962
pp456,525,trial2,cheek,diff_bin3,-0.04195115959688289
pp456,525,trial2,cheek,diff_bin4,-0.00064951704293897405
pp456,525,trial2,cheek,diff_bin5,-0.003037447347861766
pp456,525,trial2,cheek,diff_bin6,-0.051101708525346845
pp456,525,trial3,brow,diff_bin1,0.22242244000269284
pp456,525,trial3,brow,diff_bin2,0.2042190076151531
pp456,525,trial3,brow,diff_bin3,0.4910849559516003
pp456,525,trial3,brow,diff_bin4,0.07734660006563343
pp456,525,trial3,brow,diff_bin5,0.2062096332912609
pp456,525,trial3,brow,diff_bin6,-0.1594898885074303
pp456,525,trial3,cheek,diff_bin1,0.04397612449545735
pp456,525,trial3,cheek,diff_bin2,0.05241984605366423
pp456,525,trial3,cheek,diff_bin3,0.021128407337956456
pp456,525,trial3,cheek,diff_bin4,0.11624444724363958
pp456,525,trial3,cheek,diff_bin5,0.19751049138077056
pp456,525,trial3,cheek,diff_bin6,0.1768978769886774
pp456,525,trial4,brow,diff_bin1,-0.32061065106275605
pp456,525,trial4,brow,diff_bin2,-0.08665217551539045
pp456,525,trial4,brow,diff_bin3,0.8211450831153979
pp456,525,trial4,brow,diff_bin4,1.2801881607142271
pp456,525,trial4,brow,diff_bin5,-0.1745275065667024
pp456,525,trial4,brow,diff_bin6,0.21808143702226512
pp456,525,trial4,cheek,diff_bin1,0.4914742636379809
pp456,525,trial4,cheek,diff_bin2,0.8673344936328218
pp456,525,trial4,cheek,diff_bin3,1.8190679959628335
pp456,525,trial4,cheek,diff_bin4,1.4127568787196174
pp456,525,trial4,cheek,diff_bin5,-0.053164880308800094
pp456,525,trial4,cheek,diff_bin6,-0.11030327664499168
pp456,525,trial5,brow,diff_bin1,-0.19385816072264045
pp456,525,trial5,brow,diff_bin2,0.8396603002473885
pp456,525,trial5,brow,diff_bin3,0.06302848526278604
pp456,525,trial5,brow,diff_bin4,0.01371852875582702
pp456,525,trial5,brow,diff_bin5,-0.1419579924925533
pp456,525,trial5,brow,diff_bin6,-0.1459152604028881
pp456,525,trial5,cheek,diff_bin1,-0.5655192065330255
pp456,525,trial5,cheek,diff_bin2,-0.4756948201830513
pp456,525,trial5,cheek,diff_bin3,-0.40531773823636796
pp456,525,trial5,cheek,diff_bin4,-0.5972309209823997
pp456,525,trial5,cheek,diff_bin5,-0.4639270996403919
pp456,525,trial5,cheek,diff_bin6,-0.5270066665752313
pp456,525,trial6,brow,diff_bin1,0.4379616321855915
pp456,525,trial6,brow,diff_bin2,-0.11085146837313431
pp456,525,trial6,brow,diff_bin3,-0.06350815410040234
pp456,525,trial6,brow,diff_bin4,0.4616093058800767
pp456,525,trial6,brow,diff_bin5,1.4331545530300756
pp456,525,trial6,brow,diff_bin6,0.7160496407936598
pp456,525,trial6,cheek,diff_bin1,-0.018492132281321794
pp456,525,trial6,cheek,diff_bin2,0.04600108939403191
pp456,525,trial6,cheek,diff_bin3,0.36617478467807435
pp456,525,trial6,cheek,diff_bin4,0.1291010640053437
pp456,525,trial6,cheek,diff_bin5,-0.06569673854903463
pp456,525,trial6,cheek,diff_bin6,-0.027356129573195
pp456,525,trial7,brow,diff_bin1,-0.9165991818010479
pp456,525,trial7,brow,diff_bin2,-0.9236982805977696
pp456,525,trial7,brow,diff_bin3,-0.9562917781137994
pp456,525,trial7,brow,diff_bin4,-0.796154336675587
pp456,525,trial7,brow,diff_bin5,-1.1493105183706112
pp456,525,trial7,brow,diff_bin6,-0.6842955637434585
pp456,525,trial7,cheek,diff_bin1,-0.05371888013954221
pp456,525,trial7,cheek,diff_bin2,-0.14799436857789242
pp456,525,trial7,cheek,diff_bin3,0.4653980647082243
pp456,525,trial7,cheek,diff_bin4,0.3736442306718726
pp456,525,trial7,cheek,diff_bin5,0.443868485079041
pp456,525,trial7,cheek,diff_bin6,0.4180406309009964
pp456,535,trial1,brow,diff_bin1,-0.08965010575049215
pp456,535,trial1,brow,diff_bin2,0.07765838481008414
pp456,535,trial1,brow,diff_bin3,-0.3708559618030666
pp456,535,trial1,brow,diff_bin4,-0.22393339684118435
pp456,535,trial1,brow,diff_bin5,0.9628872246310243
pp456,535,trial1,brow,diff_bin6,0.8599502920785591
pp456,535,trial1,cheek,diff_bin1,0.3875515367677427
pp456,535,trial1,cheek,diff_bin2,1.2262499701839307
pp456,535,trial1,cheek,diff_bin3,0.7521216322809088
pp456,535,trial1,cheek,diff_bin4,2.282345578560286
pp456,535,trial1,cheek,diff_bin5,1.623964538329425
pp456,535,trial1,cheek,diff_bin6,2.16077127087606
pp456,535,trial2,brow,diff_bin1,-0.43474785097356217
pp456,535,trial2,brow,diff_bin2,-0.25280946086568756
pp456,535,trial2,brow,diff_bin3,0.07307754741084799
pp456,535,trial2,brow,diff_bin4,0.2060657326399759
pp456,535,trial2,brow,diff_bin5,0.5387640384106634
pp456,535,trial2,brow,diff_bin6,0.48751142311135864
pp456,535,trial2,cheek,diff_bin1,-1.0410038888492439
pp456,535,trial2,cheek,diff_bin2,-1.1608588867139265
pp456,535,trial2,cheek,diff_bin3,-1.1471044081575716
pp456,535,trial2,cheek,diff_bin4,-1.3295613868961091
pp456,535,trial2,cheek,diff_bin5,-1.4906798204298568
pp456,535,trial2,cheek,diff_bin6,-1.317449804389541
pp456,535,trial3,brow,diff_bin1,0.11572010707493996
pp456,535,trial3,brow,diff_bin2,-0.36188615453964135
pp456,535,trial3,brow,diff_bin3,-0.370568160500497
pp456,535,trial3,brow,diff_bin4,0.08339042741959918
pp456,535,trial3,brow,diff_bin5,0.9079411592820731
pp456,535,trial3,brow,diff_bin6,0.5291706616583368
pp456,535,trial3,cheek,diff_bin1,-0.16052622681812692
pp456,535,trial3,cheek,diff_bin2,-0.20603062670873487
pp456,535,trial3,cheek,diff_bin3,-0.1909771140665019
pp456,535,trial3,cheek,diff_bin4,-0.2219820011456188
pp456,535,trial3,cheek,diff_bin5,-0.11070444893621864
pp456,535,trial3,cheek,diff_bin6,-0.11790644673586567
pp456,535,trial4,brow,diff_bin1,0.050317261065953245
pp456,535,trial4,brow,diff_bin2,-0.08835499988892814
pp456,535,trial4,brow,diff_bin3,-0.022784269786775724
pp456,535,trial4,brow,diff_bin4,-0.04868638701805761
pp456,535,trial4,brow,diff_bin5,0.014557949221655653
pp456,535,trial4,brow,diff_bin6,-0.01201570438228905
pp456,535,trial4,cheek,diff_bin1,-1.2412079656139667
pp456,535,trial4,cheek,diff_bin2,-0.8753961463422409
pp456,535,trial4,cheek,diff_bin3,-0.14596940367931777
pp456,535,trial4,cheek,diff_bin4,-1.0939586312912106
pp456,535,trial4,cheek,diff_bin5,-1.1592350941065788
pp456,535,trial4,cheek,diff_bin6,-0.8747657327417411
pp456,535,trial6,brow,diff_bin1,-0.0021585097692735644
pp456,535,trial6,brow,diff_bin2,-0.032761381609195395
pp456,535,trial6,brow,diff_bin3,-0.22801058196092316
pp456,535,trial6,brow,diff_bin4,-0.24623799779034383
pp456,535,trial6,brow,diff_bin5,-0.08327051021019505
pp456,535,trial6,brow,diff_bin6,-0.11670342819205348
pp456,535,trial6,cheek,diff_bin1,0.103521554579011
pp456,535,trial6,cheek,diff_bin2,-0.0313105421581471
pp456,535,trial6,cheek,diff_bin3,0.00827179057625238
pp456,535,trial6,cheek,diff_bin4,-0.10986389746888592
pp456,535,trial6,cheek,diff_bin5,-0.04416715891985118
pp456,535,trial6,cheek,diff_bin6,-0.07899273448684463
pp456,535,trial7,brow,diff_bin1,-0.17817298973258633
pp456,535,trial7,brow,diff_bin2,-0.28573872656804866
pp456,535,trial7,brow,diff_bin3,-0.23302312131401381
pp456,535,trial7,brow,diff_bin4,-0.28909640843136297
pp456,535,trial7,brow,diff_bin5,-0.37941805055451827
pp456,535,trial7,brow,diff_bin6,-0.3238004488329046
pp456,535,trial7,cheek,diff_bin1,0.4057189105275949
pp456,535,trial7,cheek,diff_bin2,-0.6664235894978412
pp456,535,trial7,cheek,diff_bin3,-1.0601837450583838
pp456,535,trial7,cheek,diff_bin4,-0.6683912440690976
pp456,535,trial7,cheek,diff_bin5,1.4718629296270649
pp456,535,trial7,cheek,diff_bin6,-0.1710522236022265
pp456,535,trial8,brow,diff_bin1,-2.087470814422513
pp456,535,trial8,brow,diff_bin2,-2.2622621388499042
pp456,535,trial8,brow,diff_bin3,-2.6596198039312737
pp456,535,trial8,brow,diff_bin4,-2.6933645066575824
pp456,535,trial8,brow,diff_bin5,-2.8147447060163953
pp456,535,trial8,brow,diff_bin6,-2.7889864894363985
pp456,535,trial8,cheek,diff_bin1,-0.012149789391446841
pp456,535,trial8,cheek,diff_bin2,-0.10669272602394853
pp456,535,trial8,cheek,diff_bin3,0.17323001604031618
pp456,535,trial8,cheek,diff_bin4,-0.2928175657108474
pp456,535,trial8,cheek,diff_bin5,-0.4019746358094761
pp456,535,trial8,cheek,diff_bin6,-0.48016502571386666
pp457,131,trial1,brow,diff_bin1,-0.04173981284368611
pp457,131,trial1,brow,diff_bin2,-0.016221048077805333
pp457,131,trial1,brow,diff_bin3,0.002785788691623159
pp457,131,trial1,brow,diff_bin4,0.24278677394715253
pp457,131,trial1,brow,diff_bin5,0.16375030490717912
pp457,131,trial1,brow,diff_bin6,0.17914854619842902
pp457,131,trial1,cheek,diff_bin1,-0.045447133525382766
pp457,131,trial1,cheek,diff_bin2,-0.5384711455159157
pp457,131,trial1,cheek,diff_bin3,-0.5537022668909087
pp457,131,trial1,cheek,diff_bin4,-0.8376061482247836
pp457,131,trial1,cheek,diff_bin5,-0.11386406441305352
pp457,131,trial1,cheek,diff_bin6,-0.42478296010257366
pp457,131,trial2,brow,diff_bin1,0.5562644052420744
pp457,131,trial2,brow,diff_bin2,0.697011383273699
pp457,131,trial2,brow,diff_bin3,1.0012853329418658
pp457,131,trial2,brow,diff_bin4,0.2437153701776935
pp457,131,trial2,brow,diff_bin5,1.7783087990167399
pp457,131,trial2,brow,diff_bin6,0.9377176314891331
pp457,131,trial2,cheek,diff_bin1,0.26803959555992163
pp457,131,trial2,cheek,diff_bin2,0.22698943702731925
pp457,131,trial2,cheek,diff_bin3,-0.10658267382500812
pp457,131,trial2,cheek,diff_bin4,0.06482899929356103
pp457,131,trial2,cheek,diff_bin5,0.5005516331781735
pp457,131,trial2,cheek,diff_bin6,0.40431064453618604
pp457,131,trial3,brow,diff_bin1,0.045207355729883714
pp457,131,trial3,brow,diff_bin2,0.6131791261063744
pp457,131,trial3,brow,diff_bin3,1.5703502609062086
pp457,131,trial3,brow,diff_bin4,1.2150035185582846
pp457,131,trial3,brow,diff_bin5,1.059904439292602
pp457,131,trial3,brow,diff_bin6,0.3056139492919859
pp457,131,trial3,cheek,diff_bin1,-0.47656173761756115
pp457,131,trial3,cheek,diff_bin2,-0.10281886323118772
pp457,131,trial3,cheek,diff_bin3,0.3071550850956999
pp457,131,trial3,cheek,diff_bin4,0.09620581284204555
pp457,131,trial3,cheek,diff_bin5,-0.48827527899832923
pp457,131,trial3,cheek,diff_bin6,0.33818014064476176
pp457,131,trial4,brow,diff_bin1,-0.07411138270330671
pp457,131,trial4,brow,diff_bin2,-0.2165509918387022
pp457,131,trial4,brow,diff_bin3,0.09429365773924259
pp457,131,trial4,brow,diff_bin4,-0.32565517173594116
pp457,131,trial4,brow,diff_bin5,0.08893365924396773
pp457,131,trial4,brow,diff_bin6,-0.17903100237177844
pp457,131,trial4,cheek,diff_bin1,0.2626576981687576
pp457,131,trial4,cheek,diff_bin2,-0.3512303624233354
pp457,131,trial4,cheek,diff_bin3,-0.17408503391417993
pp457,131,trial4,cheek,diff_bin4,-0.5827223018432623
pp457,131,trial4,cheek,diff_bin5,0.04115568593242888
pp457,131,trial4,cheek,diff_bin6,-0.5010792701773072
pp457,131,trial5,brow,diff_bin1,-0.17349468813652721
pp457,131,trial5,brow,diff_bin2,0.049532968550631856
pp457,131,trial5,brow,diff_bin3,-0.31110324599657635
pp457,131,trial5,brow,diff_bin4,-0.36274024904425684
pp457,131,trial5,brow,diff_bin5,0.16045907776095758
pp457,131,trial5,brow,diff_bin6,0.15476995655106074
pp457,131,trial5,cheek,diff_bin1,-0.13873335497222183
pp457,131,trial5,cheek,diff_bin2,-0.11840174260560299
pp457,131,trial5,cheek,diff_bin3,-0.019311514168293575
pp457,131,trial5,cheek,diff_bin4,-0.19001967128801778
pp457,131,trial5,cheek,diff_bin5,-0.09230129904845585
pp457,131,trial5,cheek,diff_bin6,-0.0451657271258451
pp457,131,trial6,brow,diff_bin1,0.2557165948787365
pp457,131,trial6,brow,diff_bin2,0.3144297362907929
pp457,131,trial6,brow,diff_bin3,0.33743306316634747
pp457,131,trial6,brow,diff_bin4,4.683192895802395
pp457,131,trial6,brow,diff_bin5,2.529484377611111
pp457,131,trial6,brow,diff_bin6,2.751266069735772
pp457,131,trial6,cheek,diff_bin1,NA
pp457,131,trial6,cheek,diff_bin2,NA
pp457,131,trial6,cheek,diff_bin3,NA
pp457,131,trial6,cheek,diff_bin4,NA
pp457,131,trial6,cheek,diff_bin5,NA
pp457,131,trial6,cheek,diff_bin6,NA
pp457,131,trial7,brow,diff_bin1,0.066024367429734
pp457,131,trial7,brow,diff_bin2,0.03480472707129112
pp457,131,trial7,brow,diff_bin3,-0.034628411331315
pp457,131,trial7,brow,diff_bin4,0.4525789957534356
pp457,131,trial7,brow,diff_bin5,-0.002762279926293021
pp457,131,trial7,brow,diff_bin6,0.06486068354589142
pp457,131,trial7,cheek,diff_bin1,-0.025115521158764254
pp457,131,trial7,cheek,diff_bin2,-0.006331643989604507
pp457,131,trial7,cheek,diff_bin3,-0.05557776390875002
pp457,131,trial7,cheek,diff_bin4,0.019417041568120408
pp457,131,trial7,cheek,diff_bin5,0.08421086506173908
pp457,131,trial7,cheek,diff_bin6,0.027577827154721568
pp457,131,trial8,brow,diff_bin1,NA
pp457,131,trial8,brow,diff_bin2,NA
pp457,131,trial8,brow,diff_bin3,NA
pp457,131,trial8,brow,diff_bin4,NA
pp457,131,trial8,brow,diff_bin5,NA
pp457,131,trial8,brow,diff_bin6,NA
pp457,131,trial8,cheek,diff_bin1,-0.1741553855140646
pp457,131,trial8,cheek,diff_bin2,-0.5125465809584798
pp457,131,trial8,cheek,diff_bin3,-0.5342500495228462
pp457,131,trial8,cheek,diff_bin4,0.11055753921848196
pp457,131,trial8,cheek,diff_bin5,-0.2677933649603259
pp457,131,trial8,cheek,diff_bin6,-0.23690901261103306
pp457,232,trial1,brow,diff_bin1,-0.013411750620852203
pp457,232,trial1,brow,diff_bin2,-0.11656821288956254
pp457,232,trial1,brow,diff_bin3,0.007652103114964559
pp457,232,trial1,brow,diff_bin4,-0.03010297400526063
pp457,232,trial1,brow,diff_bin5,-0.009944207734654653
pp457,232,trial1,brow,diff_bin6,0.04598314498577871
pp457,232,trial1,cheek,diff_bin1,-0.03584414014114978
pp457,232,trial1,cheek,diff_bin2,-0.1344067315793256
pp457,232,trial1,cheek,diff_bin3,-0.10559775142662531
pp457,232,trial1,cheek,diff_bin4,-0.021175831565232617
pp457,232,trial1,cheek,diff_bin5,-0.16620565472711668
pp457,232,trial1,cheek,diff_bin6,-0.022336632963326886
pp457,232,trial2,brow,diff_bin1,-0.5437224789384382
pp457,232,trial2,brow,diff_bin2,-0.5674428231565621
pp457,232,trial2,brow,diff_bin3,-0.6447866610927648
pp457,232,trial2,brow,diff_bin4,-0.6356417513793354
pp457,232,trial2,brow,diff_bin5,-0.5326498504679361
pp457,232,trial2,brow,diff_bin6,-0.7797739916185018
pp457,232,trial2,cheek,diff_bin1,-0.3553459310165783
pp457,232,trial2,cheek,diff_bin2,-0.20433622186451228
pp457,232,trial2,cheek,diff_bin3,-0.33146156285579265
pp457,232,trial2,cheek,diff_bin4,-0.3053611192986454
pp457,232,trial2,cheek,diff_bin5,-0.24383864519965548
pp457,232,trial2,cheek,diff_bin6,-0.22037638663817682
pp457,232,trial3,brow,diff_bin1,-0.007146664660366277
pp457,232,trial3,brow,diff_bin2,0.025072098224607937
pp457,232,trial3,brow,diff_bin3,-0.35766235573294397
pp457,232,trial3,brow,diff_bin4,-0.6260501751246329
pp457,232,trial3,brow,diff_bin5,0.07145489222099939
pp457,232,trial3,brow,diff_bin6,-0.5643749292809771
pp457,232,trial3,cheek,diff_bin1,0.4436371888716181
pp457,232,trial3,cheek,diff_bin2,0.00541707319110607
pp457,232,trial3,cheek,diff_bin3,-0.0896279382528451
pp457,232,trial3,cheek,diff_bin4,-0.07932142886976667
pp457,232,trial3,cheek,diff_bin5,-0.029618023551371886
pp457,232,trial3,cheek,diff_bin6,-0.04477879332648027
pp457,232,trial4,brow,diff_bin1,0.0948578681071664
pp457,232,trial4,brow,diff_bin2,-0.21646871116004646
pp457,232,trial4,brow,diff_bin3,-0.05459910747927976
pp457,232,trial4,brow,diff_bin4,-0.3774097186102722
pp457,232,trial4,brow,diff_bin5,-0.43032794936844615
pp457,232,trial4,brow,diff_bin6,0.10771716274276
pp457,232,trial4,cheek,diff_bin1,-0.2766576665457719
pp457,232,trial4,cheek,diff_bin2,-0.11006507801929061
pp457,232,trial4,cheek,diff_bin3,-0.13936651937118222
pp457,232,trial4,cheek,diff_bin4,-0.24239643740202338
pp457,232,trial4,cheek,diff_bin5,-0.2587531843751682
pp457,232,trial4,cheek,diff_bin6,-0.20584878126202893
pp457,232,trial5,brow,diff_bin1,-0.20175222406337096
pp457,232,trial5,brow,diff_bin2,-0.1943822261323681
